perturbation,n_cells,phase_chi2_pvalue,s_score_diff,g2m_score_diff,diagnostic_status
NOL9,33,0.8286548117586799,-0.007123761694505062,-0.040922120888052166,ok
NOLC1,119,0.5336109413211022,0.009888438152973935,0.004698496710321347,ok
NOM1,80,2.1024099315474245e-05,-0.02679376309950506,-0.07020841945630975,ok
NOMO3,191,0.5381529135525551,0.022036877703400695,0.011929036389593396,ok
NOP10,147,0.45240802878414443,-0.00733618486933499,-0.038111223408462805,ok
NOP14,47,0.3574847087760651,-0.02349035160939867,-0.07594303009291611,ok
NOP16,149,7.245130359216148e-07,-0.030723285716652712,-0.09190247857253458,ok
NOP2,58,2.6460038309851254e-11,-0.04159799213243609,-0.1288816394120856,ok
NOP56,99,0.8112250333363944,-0.006448460304606071,0.014305410871543793,ok
NOP58,55,0.00039596649742523206,-0.047512948694505064,-0.08383287270017337,ok
NOP9,78,0.6153477368144116,-0.012958581753479421,0.016971761275933826,ok
NOS1AP,54,0.4365973486735588,-0.031109029101912468,0.006427174110264333,ok
NPAT,21,0.5165643259245392,0.04290234211501874,-0.05452964355904784,ok
NPB,196,0.5137914345425761,0.004339201389015345,-0.01631658221483015,ok
NPEPPS,153,0.11888566467520255,0.005277937528370757,0.01077205308703992,ok
NPLOC4,60,1.5022652828546361e-16,-0.10921314750783839,-0.1395697277509764,ok
NPM1,27,0.17272546654689552,0.021553291268457904,-0.04606098961195789,ok
NPM3,62,0.8960751420377361,0.0017771735796884847,-0.028485025134777485,ok
NR2C2AP,86,0.8826084400421359,0.004060390861308893,0.005737054962934446,ok
NRBP1,63,0.037572943299203014,-0.012937941724663789,-0.0675498728409526,ok
NRDE2,504,2.3037472777652313e-15,-0.05790885194881062,-0.014868352491468471,ok
NRF1,71,0.048376596910519855,0.07910616868577663,-0.019359170756767484,ok
NSA2,114,0.4197572404400153,0.00564615250286336,-0.02558362187170448,ok
NSF,165,0.7753092904017935,0.006954304055797972,0.0042319045586145035,ok
NSL1,72,0.09597772678112372,-0.0015164227136439494,-0.050594255056865295,ok
NSMCE1,61,0.9287917736837359,0.0006887696169703521,0.012542138568977144,ok
NSMCE2,118,0.670560949360987,-0.008963319140267777,-0.0004925203231317676,ok
NSRP1,237,1.0300044412694272e-09,-0.07615008947593965,0.0012056632015911006,ok
NSUN4,156,0.8200247237884972,0.0032270576952385284,-0.011877417298425133,ok
NUBP1,152,0.003841701404403723,0.03142510870352126,-0.05152953656052027,ok
NUBP2,153,0.8280281685280255,0.0031237823854949436,0.007483593321157583,ok
NUDC,117,0.10892557404198341,-0.002662560104761468,-0.01960030948560462,ok
NUDCD3,112,0.29317176318134647,-0.00690200065305863,0.062196987857618825,ok
NUDT21,67,0.0002440430661402892,-0.0583532695004752,-0.035109423804108246,ok
NUF2,503,2.848810409576689e-10,-0.04428834835901798,-0.01044601242961491,ok
NUFIP1,63,0.04274933943029741,-0.029545417849584425,-0.03367776636857165,ok
NUMA1,284,0.6886106924697206,-0.005241593826371257,0.020279580189359277,ok
NUP107,316,5.995972671677985e-14,-0.06339055125548608,-0.010750693526784427,ok
NUP133,79,0.037460019395732534,-0.027855036814758226,-0.0445996149562148,ok
NUP153,86,0.8601172643759345,-0.000982590427063201,-0.014627387633577196,ok
NUP155,7,,,,insufficient
NUP160,291,2.1608268096369085e-07,-0.05527932239691056,0.011683400313853488,ok
NUP205,735,0.28950474673780946,-0.013986136354423426,0.010782027367659652,ok
NUP214,132,0.19366313079171868,-0.023047657980111123,0.012454102830887222,ok
NUP35,64,0.5582879625637186,0.013010093796119941,0.017170423156502766,ok
NUP43,29,0.28303116736273976,0.02889843109859838,0.004989208294810948,ok
NUP54,291,1.9640146820583504e-11,-0.044650344893474136,-0.016313464578586373,ok
NUP62,99,2.4612597147615984e-12,-0.10722017204905052,-0.05183421684764813,ok
NUP85,111,4.597007298512175e-09,-0.1008259853566672,0.0007227230698839682,ok
NUP88,36,9.143601194926487e-10,-0.10164893161117175,-0.10597054170269862,ok
NUP93,159,0.6297928971495658,-0.004021465535385561,0.020050730789888373,ok
NUP98,510,1.7422596269627344e-13,-0.03327185073348545,-0.02427245760459406,ok
NUS1,125,0.20796154791775964,-0.02206856286170506,0.03016312963379026,ok
NUTF2,67,0.1742543659420426,-0.008557900315400586,0.008542008622757412,ok
NVL,110,0.0005742558754373926,-0.018394322198595967,-0.06134657115562793,ok
NXF1,251,0.6988844981583211,0.011731605491351514,0.0018763335110906568,ok
OGFOD1,114,0.19933341588387374,-0.006601263391873476,-0.001160169545388695,ok
OGT,31,0.1081490978072209,-0.1017352682170857,0.018824443968448325,ok
OIP5,137,0.47725017744699505,0.010528031264619025,-0.0162435717403061,ok
OLFML3,173,0.10597743399306118,-0.018723996024562862,0.0003002185974619251,ok
OPA1,60,0.16943865166355862,0.022500502123828273,-0.051240853198976415,ok
OR1D2,125,0.33567461440957097,0.023811703041974948,-0.012716660613409744,ok
OR1E2,32,0.2877892520252828,0.0041401344617449445,0.017328573167440263,ok
OR2A1,188,0.1818913268260018,-0.0061007794503561245,-0.008969576940937397,ok
OR2T29,103,0.3071856186574249,0.004008033308407561,-0.03290513905575149,ok
OR2T5,106,0.8278968826499102,-0.008395361600165435,0.0005031240682657478,ok
OR4F4,66,0.7417691077748296,-0.019090697559656575,-0.00986500744865823,ok
OR4K1,19,0.3813928272090832,-0.025271646905031378,0.09261211747671658,ok
OR4N2,118,0.019207816419979956,0.010006621219901722,0.026792407318393642,ok
OR7A10,38,0.06657825451879792,0.018192534041547574,0.0057288212730323765,ok
OR7A17,108,0.3281851739221243,0.003017930892531974,0.014877189587116167,ok
ORC1,530,1.5214452437549474e-06,-0.024434982088089967,0.027338386999595905,ok
ORC3,181,0.36917278171404017,0.009522368755771185,-0.019140830191213057,ok
ORC4,95,0.2763129639853793,0.028498977648231776,-0.03364507545117816,ok
ORC5,89,0.11162117491597612,0.001617990895944374,-0.022545976189652445,ok
ORC6,81,0.0966962640434004,-0.016460409737344566,-0.01318122923603196,ok
OSBP,65,0.5514989479323982,0.018168868605494944,-0.016412547525348202,ok
OSGEP,70,0.5826198387313597,0.008967200058352082,-0.00811613371666689,ok
OSTC,235,0.6364219276063285,0.012691539737707709,-0.002989526476448047,ok
OTOP1,105,0.5523421287690569,-0.012482340341914583,0.01755131813485692,ok
OTX1,108,0.8990576086264015,0.0017309243527171628,0.0064018315269309956,ok
OVCA2,76,0.4418075471082904,0.012910613667337045,0.026154416365137607,ok
OXA1L,344,1.0455656647959526e-08,-0.000209928134999246,-0.05426205404944928,ok
PABPC1,19,0.06044369592509116,-0.004227975378715585,-0.014811379937493943,ok
PABPN1,148,2.562266195097041e-07,-0.03095787958132938,-0.07051225669218812,ok
PAF1,238,2.4012884479011956e-28,-0.04945959093988321,0.0058138411525768055,ok
PAFAH1B1,126,0.0037278658717589475,-0.0231581516241876,-0.002751398609047849,ok
PAK1IP1,21,0.22439537922644812,-0.06990879509926695,-0.00721344874952403,ok
PALB2,97,0.0772145683334975,0.01367218796528875,-0.0338102566473149,ok
PAM16,56,2.641551045439471e-06,-0.036789876820933626,-0.10903644174773831,ok
PARN,123,0.6670236193246093,-0.011800937976618884,0.0017633546906618003,ok
PARS2,66,0.8934704005600992,0.0071503355812525225,-0.014607218931385495,ok
PAXBP1,129,0.016113171599529342,-0.009782489338691101,-0.03556597091032137,ok
PC,225,0.24261489318573856,-0.018121575942949504,-0.016923392507009742,ok
PCBP1,108,0.3227060323651444,0.03488628897151346,0.004657694479060628,ok
PCBP2,172,0.2828495535520958,0.017361822572936808,-0.025380605477123695,ok
PCF11,499,0.0013780130515206144,-0.006403895838873798,0.054077832725068005,ok
PCID2,307,0.2803646523747922,-0.0007945845489024522,0.00833315340910231,ok
PCNA,132,0.6722558165489241,0.04668220232064645,0.05957966541725087,ok
PDAP1,50,0.002369263343448531,-0.028133020844505065,-0.07909181161380974,ok
PDCD11,98,2.1635897039003146e-05,-0.051815170235321395,-0.10784564759952402,ok
PDCD2,74,0.10618967819770032,0.024213992947386832,-0.026935585502998932,ok
PDCD5,194,0.9617891998216002,-0.011355615803267945,0.012095919243561397,ok
PDCD6,203,0.8891899277499807,-0.009083193785638063,0.016557216868998144,ok
PDCD6IP,257,0.8824396426969703,0.000550536344016344,0.001591404638135785,ok
PDCD7,99,0.0027929364584552458,-0.06722898708440406,0.0045730012866953135,ok
PDPK1,80,0.8729155674073918,-0.004001476412005057,0.008258004256565261,ok
PDRG1,116,0.34542894368527954,0.02262002060463287,0.0028612751970523292,ok
PEF1,48,0.6092507462696959,-0.0032154298674217253,-0.00459944058880974,ok
PELO,286,0.0007689654298627996,-0.014078650354417646,-0.018545325027131424,ok
PELP1,69,0.032714345412578574,-0.011908377717113755,-0.03782910228366482,ok
PES1,65,0.001185413882613509,-0.02791713064835121,-0.06998586493288667,ok
PET117,83,0.04695281565843935,0.016833860345856384,-0.03195418483489408,ok
PEX1,53,0.30928447662028197,-0.04285482712846732,-0.012568113737394644,ok
PFDN1,34,0.18537574869002793,-0.04782878725332859,0.004535372365602024,ok
PFDN2,86,0.007704414670172823,-0.011361564739853898,0.07913965440130658,ok
PFDN4,34,0.495843762912729,-0.03565259387097566,0.027251043477366753,ok
PFDN5,110,0.7898179816433866,-0.003161786311777784,-0.002770436174718831,ok
PFDN6,115,0.656454518559686,0.010943181048103639,-0.010225533783809727,ok
PFN1,259,0.049220654747670206,-0.002448881747786914,-0.006877963211686183,ok
PGAM1,160,0.3783633637915024,0.00038584343361994233,-0.0009500887425597376,ok
PGD,115,0.06872178180095095,0.01585178145679928,-0.02234071891673148,ok
PGK1,33,0.5083539280599824,0.011482287202464636,-0.03988097673350671,ok
PGPEP1,52,0.21136515903327446,-0.007686796379120443,-0.04308471759457897,ok
PGS1,104,0.3198883250005276,0.030987513342033403,-0.020976921052271287,ok
PHAX,412,7.008731398483004e-09,-0.055739922451616714,0.006764638432306763,ok
PHB,256,6.008436601947889e-101,-0.17969852491220037,-0.14134754769685662,ok
PHB2,415,1.3294119669502806e-102,-0.14708917210195083,-0.11752015682115913,ok
PHF12,110,0.17465487546518568,0.008461578598222212,-0.029020643076355192,ok
PHF5A,231,1.1928058500888635e-38,-0.10623516338541417,-0.09929465070255433,ok
PI4KA,109,0.7563688244230766,-0.00564341503945919,0.03385256318793337,ok
PIAS4,206,2.2911652670389532e-08,-0.04980849785770894,-0.024535879996576734,ok
PIGH,85,0.31545001093415254,-0.0015798612916815315,0.022807518326743166,ok
PIK3C3,115,0.9245428369986118,0.009606593874190592,-0.009282765862070615,ok
PIK3R4,77,0.5579153776540992,-0.0043135572568427216,0.029109236294631823,ok
PKM,149,0.5870779403814519,0.0034600361645553447,0.005121469114042605,ok
PKMYT1,92,0.6942802095892111,-0.026022592781461584,0.029236539223146764,ok
PLA2G10,202,0.5669478902969942,0.004527048691138503,-0.00928860861232459,ok
PLEKHN1,104,0.07255580325829161,0.02283213005722571,-0.016028604098617442,ok
PLK1,60,0.4226717186282868,-0.005412933302838393,0.028603506691690254,ok
PLK4,32,0.007214666400604428,0.10994328261799494,-0.032767474638809746,ok
PLRG1,94,3.6778553586281935e-07,-0.09611599948599442,0.06492876892980728,ok
PMF1,265,0.0018375708782379107,-0.021367293272089964,-0.004894550330979547,ok
PMPCA,140,0.003982604533921317,-0.015202255634076489,-0.05340193987434545,ok
PMPCB,553,2.0504468394749357e-32,-0.0391476707790801,-0.07422875534449691,ok
PNISR,196,0.7698040997638769,0.0075718165058520776,0.0011214630225678049,ok
PNKP,185,0.9881349795605944,0.0012853152730625123,-4.542552910703074e-05,ok
PNN,86,2.084155007185486e-05,0.002408342062471685,-0.03869539184357718,ok
PNO1,134,0.0005157853898567705,-0.010148266901967747,-0.08658535345410825,ok
PNPT1,131,0.15771818340663976,-0.030314525266260786,-0.017015884909611277,ok
POGZ,38,0.1906523591586124,0.02148315517391599,-0.039895671754072895,ok
POLA1,230,0.05217771903837916,0.04078781860936451,0.013214564527755483,ok
POLA2,234,0.09537304735131896,0.03295538201639238,0.022363522127215908,ok
POLD1,212,0.00016648182873108835,0.05998596559794777,-0.028270285123715405,ok
POLD2,78,0.05212327187752417,0.05252205045421288,0.0016878890215748787,ok
POLD3,68,0.005613011158418732,0.08306839884961259,0.0077045002406020205,ok
POLE,168,0.044083324625259886,0.056654481548947304,0.014080736137975967,ok
POLE2,56,0.031623915432192264,0.030083608859066364,0.02347600973797597,ok
POLG2,156,0.6166166150168789,-0.006137568377197365,-0.00012333128688666456,ok
POLR1A,127,0.4305204960318266,-0.011886556085056241,-0.004600472969321555,ok
POLR1B,181,1.12550324219068e-08,-0.025280842447303952,-0.053967036670439575,ok
POLR1C,187,0.16839227971933218,-0.004995772915360673,-0.03247479222086857,ok
POLR1E,209,0.8711919432039341,-0.0022146664374045836,-0.020051071753761893,ok
POLR2A,410,9.773327645628618e-17,-0.05739238990745628,-0.018468750952346326,ok
POLR2B,320,9.354611828120112e-08,-0.04734967919697381,0.03163958334869025,ok
POLR2C,185,9.241211269754102e-07,-0.05833196687764019,0.05468799596537944,ok
POLR2D,281,0.0025354870208886024,-0.027788965938348474,0.03346212516750698,ok
POLR2E,225,0.046726882972561945,-0.003897612149749506,-0.026200795837143076,ok
POLR2F,337,7.755059961008335e-08,-0.04879919365588785,0.0044286515701071685,ok
POLR2G,155,5.916378811615521e-06,-0.054730700812053446,0.005176422445222512,ok
POLR2H,102,1.7548258974388e-05,-0.052008445349897216,0.07748878583030794,ok
POLR2I,223,1.5243066768742657e-13,-0.1011886475877786,0.014357488402109535,ok
POLR2K,22,0.5636194521252661,-0.009028835339959603,0.021433550022553878,ok
POLR2L,62,0.017908374901293787,-0.056895091826763125,-0.0011862009267129686,ok
POLR3A,6,,,,insufficient
POLR3B,113,4.652721818107735e-05,-0.024480898020168777,-0.05320156165053541,ok
POLR3C,175,0.27829852899059304,-0.0004598460847907715,-0.0005853453009526041,ok
POLR3D,118,3.1312923104250396e-08,-0.058829722565267785,-0.033257407357708046,ok
POLR3E,221,0.007198678173719514,-0.03260825775726524,-0.006222831473221509,ok
POLR3F,165,0.026250040487551224,-0.00047625204989899805,-0.046527743774718834,ok
POLR3H,109,0.4752731173644974,0.001283222409164661,0.013182347180226948,ok
POLR3K,108,0.02746395949619419,-0.03143923310098654,-0.00784147754714308,ok
POLRMT,214,0.0073826078512605345,-0.01988356305997235,-0.026025888981566755,ok
POP1,84,0.004359673995274103,0.0005437308507330353,-0.08774703560309546,ok
POP4,128,0.04470856942397467,0.0006437565242449414,-0.061696070698965995,ok
POP5,56,1.1228810947667697e-12,-0.08424244080879079,-0.10761085537809545,ok
POP7,218,0.8322900198552514,0.0014756230146692507,-0.009142736886286813,ok
POT1,5,,,,insufficient
POTEI,126,0.04319099715201209,-0.02748123826037808,0.024083788758174372,ok
POU5F1B,81,0.11664381008979188,0.00990517563265543,-0.016843332040352946,ok
PPA1,143,0.14805248370614926,0.0027254922705299035,-0.00026336503723631277,ok
PPA2,64,0.7899468150005002,0.015041198742994942,-0.03063964957318474,ok
PPAN,103,3.904292880350131e-05,-0.04011993019450505,-0.05737910164866411,ok
PPARGC1B,142,0.05271527660555832,0.0372880300907062,-0.02012551740028861,ok
PPIA,158,0.5600077180776484,0.005527309220684815,-0.007753092455581895,ok
PPIE,46,0.00010224824763602234,-0.07907897965754854,-0.030363767963809744,ok
PPIH,114,0.0006213558102583481,-0.03406061811766295,-0.045098580676616755,ok
PPIL1,24,0.5723352416263807,0.014553243322161614,-0.02676820517214307,ok
PPIL2,130,0.6553728171196701,-0.006230760134658909,-0.008303810591271284,ok
PPIL4,74,0.0003853184104640598,-0.043756381416126686,-0.02806339535164758,ok
PPME1,222,0.8498616822025666,-0.006424182888198755,0.014649995815019086,ok
PPP1CA,248,0.34322641666025244,-0.004779734000593771,0.017873532363891866,ok
PPP1CB,160,0.1877107045261128,0.006188375583807443,0.026733172798877748,ok
PPP1R10,7,,,,insufficient
PPP1R11,77,0.6993937195289861,0.03524635219510533,0.016841640899826628,ok
PPP1R12A,179,0.09599854974905381,0.018620287986500526,0.0049557919283690285,ok
PPP1R15B,135,0.3502082911050869,-0.018128496997468022,0.003346382187968039,ok
PPP1R2,80,0.24609805648368255,0.04427874261674495,-0.02775794433805974,ok
PPP1R7,63,0.1389669737375364,0.012830720638828268,-0.029146144098730373,ok
PPP1R8,69,0.6133498868727232,-0.00997768843218622,-0.003067475407288002,ok
PPP2CA,184,0.14015645873399352,-0.009522816487439845,-0.0029507475254945195,ok
PPP2R1A,455,0.19227140041442453,-0.0055578623020874785,0.012896239342805642,ok
PPP2R3C,52,0.924105595931509,0.005301073363187244,0.0008119977131133341,ok
PPP4C,171,0.8908149760504337,0.007097412684734707,0.0012908284326814956,ok
PPP4R2,187,0.9945395179902667,0.007811906891591194,0.00025468288431859665,ok
PPP6C,114,0.7040009055911134,-0.0017471322734524224,-0.03201901650898518,ok
PPRC1,122,0.9566115650526759,0.02072780035139657,0.011200000489468946,ok
PPWD1,24,0.004281652582259359,-0.12466235852783839,0.026088132036190266,ok
PPY,10,0.1048192447590475,0.07753565050549496,-0.14461351316380974,ok
PRC1,187,0.18426591467379433,0.016365654037045735,-0.008734177660333811,ok
PRDM10,14,0.18552246154689994,-0.014391496744505055,0.038366311807618826,ok
PREB,40,0.500032188532055,-0.00525775489450506,0.042046593286190266,ok
PRELID1,152,0.04679377645359883,0.004653770554837042,-0.011851970361836058,ok
PRELID3B,273,4.335392556535152e-08,-0.03962770299890066,-0.036446806896776776,ok
PRIM1,181,0.0024061826844412456,0.05772798452980434,-0.008305413762318033,ok
PRIM2,156,0.1260861107386224,0.05952626541446931,0.01390576145926719,ok
PRKRA,78,0.29887225650278204,-0.005507563079120445,0.0351206111643954,ok
PRKRIP1,182,0.4411981443558085,0.004623302640000434,-0.017186477420952598,ok
PRMT1,58,0.304546366103211,0.000544904334805283,0.030971594293086803,ok
PRMT5,127,0.6412985368610442,-0.0029919198811192357,0.007215990307843798,ok
PRODH,379,0.253433141804774,-0.005995017700573662,0.0010441954181058255,ok
PRORP,42,0.9971661928454663,-0.0008220854206955341,0.006259740583809299,ok
PRPF18,268,2.718353763190901e-09,-0.06577567520868416,0.011468428452943998,ok
PRPF19,112,4.486178563582208e-05,-0.08390661515879078,0.014070322380833118,ok
PRPF3,143,2.8545896872350866e-10,-0.1067942025371624,-0.013403588119054503,ok
PRPF31,27,0.018212624600242047,-0.104213392020431,0.006994853269523586,ok
PRPF38A,19,0.6587998695149893,0.0023807144633896764,0.03766906770987447,ok
PRPF38B,29,0.9139738712803364,-0.014534816901401612,-0.08558425215898216,ok
PRPF4,117,2.0937301108971362e-07,-0.10740054412053926,-0.010259204068083255,ok
PRPF40A,118,0.07875026777939419,0.07123619444930851,0.00843503013703771,ok
PRPF4B,208,0.4591634062444663,-0.014302102792803136,0.0017281547087864071,ok
PRPF6,232,3.303113612096435e-08,-0.06878050665696195,-0.013483313390964917,ok
PRPF8,150,0.00013225287684750736,-0.04727062527717173,-0.009079110901809732,ok
PRRC2A,89,0.1290202709623226,-0.018278168595628655,-0.04072734732897828,ok
PSAT1,72,0.6858597859997523,-0.0008840293445050631,0.000793073782023597,ok
PSMA1,170,0.6843771868430771,-0.0074353813909756455,0.009761832381484384,ok
PSMA2,64,0.5431828813205895,0.008215984242994943,-0.028299612470059746,ok
PSMA3,372,0.04061051676739507,-0.019945838823257747,0.014188830887561212,ok
PSMA4,388,0.004728610009995583,-0.02709310586563908,0.017517867339138717,ok
PSMA5,25,0.4236790500884252,-0.03601162553450506,0.010490189896190251,ok
PSMA6,40,0.18926516929581766,-0.02723594893200506,0.03608986272619027,ok
PSMA7,41,0.1493391788931507,-0.04252594852377335,-0.006209386585760958,ok
PSMB1,143,0.39778705851161467,0.0017917783509494856,-0.03935794026101254,ok
PSMB2,53,0.43476654682958094,-0.02489049184544845,0.005626875234303455,ok
PSMB3,31,0.3746835393452088,-0.04345819058160183,0.019935565568448325,ok
PSMB4,101,0.7729163441567719,-0.015562531033118922,0.02718880937876452,ok
PSMB5,270,0.16039066141997127,-0.007519732359690249,-0.013193823014217142,ok
PSMB6,200,0.4885368815177702,-0.029900761796755063,0.01105924734584026,ok
PSMB7,404,6.982375462946059e-06,-0.03515353455564367,-0.014370368044131526,ok
PSMC1,316,2.424771633769759e-30,-0.0731457643159924,-0.08160238107536037,ok
PSMC2,432,1.1210161336855627e-27,-0.06842934762383376,-0.056320166004319,ok
PSMC3,41,3.2603159664782514e-05,-0.03861223754572457,-0.09460912135893171,ok
PSMC4,242,2.6357053008061695e-12,-0.05179950163724473,-0.05296796220926429,ok
PSMC5,17,0.7790920962519803,-0.019402188118034472,0.016296367830307905,ok
PSMC6,151,0.001035915333817059,-0.037824302077286515,-0.01914542962076339,ok
PSMD1,281,0.1372319722469644,-0.009428375759273744,-0.008516957464557072,ok
PSMD11,80,2.1248784424367106e-09,-0.06994291761450507,-0.04155913792005975,ok
PSMD12,265,1.156344559011055e-06,-0.049400711848467324,-0.005464761142488991,ok
PSMD13,122,0.015073068362675765,-0.01544845478302965,0.008369470667337807,ok
PSMD14,10,0.003103046055809736,-0.16601813959450507,0.05731530053619024,ok
PSMD2,63,8.610782426845776e-13,-0.12037328990085427,-0.08406209416698435,ok
PSMD3,64,0.13187444321411687,-0.044359831393723806,-0.0035617769200597393,ok
PSMD4,352,2.6606358897349464e-05,-0.02909697191638006,-0.007858500752730195,ok
PSMD6,555,2.2579820438277397e-13,-0.05380681217277533,-0.0015802159279538902,ok
PSMD7,373,1.1269714847663508e-13,-0.04948946525911632,-0.03644331465308588,ok
PSMD8,22,0.11556575427647982,-0.09682877860359598,0.03773872171800844,ok
PSMD9,94,0.6779493573726433,0.00700732106081409,0.022936289125551963,ok
PSME1,121,0.6760844035286948,0.016056268411280064,-0.014117914621908909,ok
PSME2,151,0.6251020624727179,0.0022561550432432832,-0.0026562338039421915,ok
PSMG1,109,0.5671145660387367,0.01605301396668759,-0.028222392401791394,ok
PSMG2,164,0.6312220796133148,0.00755291319878762,-0.014462203190639011,ok
PSMG3,439,0.4607414798357192,-0.007612751348719183,0.0025630304086276187,ok
PSMG4,62,0.2139851321850672,-0.00966222220982764,-0.03811108768058394,ok
PSTK,379,0.884122041634155,-0.011989085920890284,0.0025548423200952713,ok
PTBP1,152,0.0055256863688811185,-0.05632581473397874,0.031345541982900786,ok
PTCD1,267,0.6550962200222198,0.0011299050977683495,-0.007339338323510115,ok
PTCD3,65,0.5523153577180899,-0.0055902918945050645,0.016911624313113334,ok
PTK2,144,0.6350497915697224,-0.018812482225060614,-0.0008425864728375185,ok
PTMA,152,0.5592528946466031,0.010663011297600198,-0.0036795891957176335,ok
PTPMT1,183,0.020198234861805508,0.0317766414237463,-0.01575558969020318,ok
PTPN23,140,0.7842837079097189,-0.0010024467030764848,0.002056027936904542,ok
PUF60,89,0.0039538255838244205,-0.02783823267877472,-0.020205403872124342,ok
PWP1,69,0.06642779455871378,0.0029311106489731988,-0.0208292493956938,ok
PWP2,51,0.010372640899114237,0.05336540224274985,-0.09369703823675092,ok
PXN,161,0.8305392746361441,-0.0037263386261820793,0.024287624979668514,ok
PYROXD1,100,0.36160265014297216,0.0017809656016949393,-0.01156015721380975,ok
QARS,400,2.329893153880277e-31,-0.05242060337150506,-0.04252048522730974,ok
QRSL1,126,0.20728050570944231,-0.020324133131806647,0.021960821564920387,ok
RAB18,43,0.11382445893600353,0.030872341389215872,-0.034371341320786494,ok
RAB4A,303,0.6700057359592584,0.009333740668795266,0.008336907916157252,ok
RAB6A,59,0.8650673979282153,0.004940327356342394,-0.005003224684148724,ok
RABGGTA,116,0.5276306188059783,0.0036084679098052803,-0.0035513955336373346,ok
RABGGTB,169,0.3901899738569709,-0.019421920998351213,0.010824246110746463,ok
RAC1,194,0.00587200310205455,-0.016135382841979285,-0.02396866836020149,ok
RAC3,220,0.2603082400171795,0.02787632805440403,-0.015884240263355193,ok
RACGAP1,175,1.1586156286570074e-06,-0.04552029133964792,-0.0630752171609526,ok
RAD17,129,0.08440980567962314,-0.021024746794039942,0.019582057072329788,ok
RAD21,117,0.0018071178411063515,-0.03248691316373582,-0.027206186971502046,ok
RAD51,241,0.002447358840695302,-0.01721291449492,0.024647143564173656,ok
RAD51C,65,0.006915840888547193,-0.034938791232966594,0.044251764037728715,ok
RAD51D,142,0.976496104108007,-0.011178345436758583,-0.006364180160992848,ok
RAD9A,41,0.5854713837142502,0.004633774037202255,0.048034710292287806,ok
RAE1,59,0.11099964936774519,-0.042083055145352516,-0.02603461673499618,ok
RAN,193,0.21489822571497647,-0.017089661875334075,0.0013177850170192698,ok
RANBP2,85,0.4153035786271211,-0.011258582280387414,-0.027578045840280334,ok
RANGAP1,130,4.760891686447426e-07,-0.03404949151835121,-0.04675541565204051,ok
RARS,404,3.845274191811903e-15,-0.033017677328069414,-0.04982304995786915,ok
RARS2,148,0.010984477849666113,-0.009340352912748304,-0.03368584535029623,ok
RBBP4,90,0.5969408146907245,-0.0016706820145050618,-0.0074614753860319585,ok
RBBP5,23,0.6158802415347496,0.004761505718538419,-0.04713443355076627,ok
RBBP6,86,0.6127335940202845,0.017797285253169363,0.05407355372339958,ok
RBBP8,117,0.8684115291782861,0.005337092109426563,0.013109733438754358,ok
RBM10,130,0.0009415838236068727,-0.030270966110889676,-0.013143087278194354,ok
RBM14,228,0.0006056142337788536,0.026077772521108974,0.059226302497944645,ok
RBM17,76,0.077988849291148,-0.04697539333661033,0.00623036189408499,ok
RBM19,43,0.15731209659904996,-0.04803879275729576,-0.03320698796613532,ok
RBM22,5,,,,insufficient
RBM25,70,5.9553929686162346e-24,-0.11789346629593364,-0.12228657286380976,ok
RBM28,68,0.0999336493637679,-0.03747384786068154,-0.038320737352192095,ok
RBM39,79,0.005304448808872512,-0.06527490307931519,-0.0036959368397591064,ok
RBM4,221,0.013515565695477799,-0.009252798527265241,-0.02070469320625318,ok
RBM42,79,0.741708295840507,-0.022472077905897465,-0.021867192104062908,ok
RBM48,55,0.6128867059325491,-0.026789000339959606,-0.011515607391082462,ok
RBM8A,39,0.5155548846171439,0.02527377745934109,-0.024982623504835377,ok
RBMX,147,0.06212948143116572,-0.0400592049748452,-0.014528503016870961,ok
RBMX2,244,1.725034039926941e-22,-0.09133597775270177,-0.021610304802744174,ok
RBMXL1,60,0.6857664168764666,-0.021873258105671724,-0.013296472355476423,ok
RBX1,57,0.05228234098831935,0.08143103854584582,0.07345418153443589,ok
RCC1,226,0.03696735276858688,-0.03894553569185019,0.01165340959136725,ok
RCL1,106,1.3566710725525234e-06,-0.023850925562429584,-0.08814984815437577,ok
RCOR1,35,0.266071120247673,-0.025009411411647912,0.023909169764761685,ok
REV3L,101,0.9098375261814873,-0.006602890521237735,0.004403664025299146,ok
REXO2,79,0.3177422369738138,0.0386179109320772,-0.025262978981531268,ok
RFC1,149,0.17209994681657884,0.01424235376656877,0.017350409044243946,ok
RFC2,97,0.8920347208938975,0.012412515984876384,-0.0009276095359746842,ok
RFC3,229,0.4760485338297622,0.01488194367754734,0.006824814392915143,ok
RFC4,72,0.23626772770867974,0.0001752053416060502,0.016698350136190247,ok
RFC5,111,0.11837924563249301,0.03457738366855802,-0.012924650302548475,ok
RFFL,7,,,,insufficient
RFT1,121,0.7357605187043881,0.0007363570674784117,-0.037986537380338664,ok
RGP1,130,0.9797364155458612,0.009106712040110324,0.009283453617959493,ok
RGPD6,202,0.046007712919388426,-0.010495287097970405,-0.00410808316678004,ok
RHOQ,185,0.9404754832042219,-0.007871811109099654,-0.0021107221857448732,ok
RHPN1,225,0.3550499095411829,-0.0034738611037272837,-0.004264525830031972,ok
RINT1,145,0.3763864668012526,-0.008376762310367129,-0.017655176677602843,ok
