perturbation,n_cells,target_in_subset,diag_batch_js_divergence,diag_batch_n_batches_covered,diag_batch_status,diag_batch_stratum,diag_cellcycle_g2m_score_diff,diag_cellcycle_phase_chi2_p,diag_cellcycle_phase_shifted,diag_cellcycle_s_score_diff,diag_cellcycle_status,diag_kd_ctrl_norm_mean,diag_kd_pert_norm_mean,diag_kd_residual_ratio,diag_kd_stratum,diag_status
RPS27,174,True,0.0512563585397533,47,ok,low,-0.083891647155189,1.10537164686865e-07,True,-0.0623975918022062,ok,21.65689529610473,3.65507320137293,0.1687717999925105,strong,full
RPS27A,97,False,0.1371797123675396,39,ok,high,-0.1131021029906138,4.372321834336456e-10,True,-0.0650593169130617,ok,,,,target_not_measured,kd_unmeasurable
RPS28,309,True,0.0295448286545294,47,ok,low,-0.0647396467240039,0.000124252625754,False,-0.0237010068401361,ok,21.259679372312835,5.6738625467358945,0.2668837308113474,medium,full
RPS29,403,True,0.0177881455388445,48,ok,low,-0.0760945763370107,9.603876581005967e-11,True,-0.0242442606852147,ok,13.150526295877729,7.307946456271383,0.5557151319915,weak,full
RPS3,276,True,0.0250884988031269,48,ok,low,-0.1293042155007662,4.9828349609357105e-20,True,-0.0605862601017659,ok,44.14359063641549,6.4025858325087945,0.1450399874637087,strong,full
RPS3A,160,True,0.0559964569392604,46,ok,low,-0.0636377752956847,4.304859913547353e-05,False,-0.04576054490888,ok,40.5019933857068,14.467219359977218,0.3571977117818283,medium,full
RPS4X,180,True,0.0458236414389292,47,ok,low,-0.1355977172999208,1.0511965708180526e-20,True,-0.0786889004492828,ok,33.135043408442236,3.2465592657233273,0.0979796291709749,strong,full
RPS5,144,True,0.0655994342190018,46,ok,medium,-0.1187708238904069,7.284188485572895e-12,True,-0.0440837287847828,ok,27.814823463298417,5.200690371612193,0.1869754945047373,strong,full
RPS6,178,True,0.0579685684910715,47,ok,low,-0.1722925834643715,1.0680831701503429e-25,True,-0.0696005768051792,ok,26.113445075736625,3.0886830174843563,0.118279415394111,strong,full
RPS7,265,True,0.0316443864854072,47,ok,low,-0.1303332446619229,3.519758463223768e-28,True,-0.0668031082103541,ok,31.698952966546752,5.864791321069482,0.1850153008920782,strong,full
RPS8,22,False,0.3893929522762592,20,ok,high,-0.1822338221001733,1.0499075619253474e-05,True,-0.134125775274505,ok,,,,target_not_measured,kd_unmeasurable
RPS9,276,True,0.0384884674963876,47,ok,low,-0.0932660651456938,1.453664800607782e-13,True,-0.0389124790375123,ok,24.697244993221915,7.194292676348852,0.2912994011406253,medium,full
RPSA,224,True,0.0500750730979983,47,ok,low,-0.074081931124524,4.0200340093643525e-10,True,-0.0372724733556657,ok,41.97736620627489,12.41983222364887,0.295869735195352,medium,full
RPTOR,82,False,0.1143061383382031,41,ok,medium,-0.0443989005125902,0.0051637720039872,False,0.0212542625657388,ok,,,,target_not_measured,kd_unmeasurable
RPUSD3,164,False,0.0725699240072865,45,ok,medium,-0.0367149414253951,0.3138837355165979,False,-0.0019338888006026,ok,,,,target_not_measured,kd_unmeasurable
RPUSD4,126,False,0.0674194337298244,45,ok,medium,0.0178106648893648,0.1847713649692396,False,-0.036243882394505,ok,,,,target_not_measured,kd_unmeasurable
RRM1,103,False,0.0988898748177729,42,ok,medium,0.0459980520841514,0.048695419594811,False,0.0199057919705435,ok,,,,target_not_measured,kd_unmeasurable
RRM2,577,True,0.0187026031762473,48,ok,low,0.0275983986430949,0.0373732731234003,False,0.0168143324117254,ok,1.038166040109198,0.7452826312020202,0.7178838474851563,weak,full
RRN3,39,False,0.2961842706168709,26,ok,high,-0.0265346493612456,0.1062313899887114,False,-0.0007963329637358,ok,,,,target_not_measured,kd_unmeasurable
RRP1,109,False,0.0754313053292014,45,ok,medium,-0.0455588108638097,0.0033783510801778,False,0.0010026214137518,ok,,,,target_not_measured,kd_unmeasurable
RRP12,204,False,0.0565157177832975,45,ok,low,-0.0993207532432215,4.4343378227874624e-08,True,-0.0123982558109266,ok,,,,target_not_measured,kd_unmeasurable
RRP15,32,False,0.3947631853660088,21,ok,high,-0.0716993218806847,0.0074628517053012,False,0.0282064714929949,ok,,,,target_not_measured,kd_unmeasurable
RRP7A,46,False,0.2848430321209737,27,ok,high,-0.0982996122029401,0.0128254492678875,False,-0.0195310103466789,ok,,,,target_not_measured,kd_unmeasurable
RRP9,110,False,0.0740103916103403,44,ok,medium,-0.015421543681046,0.5030739382242498,False,-0.030533619424505,ok,,,,target_not_measured,kd_unmeasurable
RRS1,72,False,0.2030033604544105,34,ok,high,-0.1051350003540875,3.5532704253418446e-09,True,-0.059749235853255,ok,,,,target_not_measured,kd_unmeasurable
RSL1D1,211,True,0.0544577032595396,46,ok,low,-0.0142891873017244,0.3805996370349091,False,-0.0196539972902396,ok,4.810658224700899,2.169799317575897,0.4510400066325234,medium,full
RSL24D1,179,True,0.04933680247359,46,ok,low,-0.0601605890693963,0.0045347661612962,False,-0.0101358671238905,ok,1.972335616735413,0.6394265318812858,0.3241976296811276,medium,full
RSRC2,98,False,0.0898835097659662,44,ok,medium,0.0011751548014963,0.6455045705306137,False,-0.0003791482163417,ok,,,,target_not_measured,kd_unmeasurable
RTCB,171,False,0.0545751490534661,46,ok,low,-0.0046646697994822,0.6228779745741093,False,-0.0121920057418734,ok,,,,target_not_measured,kd_unmeasurable
RTEL1,140,False,0.058455484040395,48,ok,low,0.0040274182790473,0.9579530504134204,False,-0.004531667124505,ok,,,,target_not_measured,kd_unmeasurable
RTF1,62,False,0.1870111665459599,35,ok,high,0.0066520617523192,1.1379459160082076e-08,True,-0.0464090447219244,ok,,,,target_not_measured,kd_unmeasurable
RTTN,125,False,0.103136928344163,43,ok,medium,0.0442230886593102,0.3613223369372529,False,-0.013220150560985,ok,,,,target_not_measured,kd_unmeasurable
RUVBL1,211,True,0.0321590549276477,48,ok,low,-0.0050852973206817,2.8785795111146788e-08,True,-0.067815364594979,ok,1.8551231498271232,0.2465219813331956,0.1328871246936726,strong,full
RUVBL2,14,False,0.540812939916341,12,ok,high,0.1074161642504759,0.2043830693805418,False,-0.071629061694505,ok,,,,target_not_measured,kd_unmeasurable
SACM1L,193,False,0.0740832754950599,46,ok,medium,-0.0140111028197683,0.2508113566921633,False,-0.0014293541167848,ok,,,,target_not_measured,kd_unmeasurable
SAE1,121,False,0.1106271401636292,42,ok,medium,-0.0091999511910824,0.2037229331483152,False,0.0004089993248337,ok,,,,target_not_measured,kd_unmeasurable
SAMM50,102,False,0.0820252526555247,44,ok,medium,-0.0481288552451822,0.0074632885024206,False,-0.0262676737497011,ok,,,,target_not_measured,kd_unmeasurable
SAP130,113,False,0.0929199433844197,44,ok,medium,0.0077544312459247,0.9385119541651696,False,0.013488988482486,ok,,,,target_not_measured,kd_unmeasurable
SAP18,57,False,0.1946147802770119,34,ok,high,-0.0007676313146869,0.0005383059214801,False,-0.0525379378471366,ok,,,,target_not_measured,kd_unmeasurable
SAP30BP,40,False,0.2706210184056634,27,ok,high,0.0083297999261902,0.0330833951158753,False,-0.035737728794505,ok,,,,target_not_measured,kd_unmeasurable
SARNP,93,False,0.1252182781597191,41,ok,high,-0.019690833653057,0.0470536422592254,False,0.0217146352549573,ok,,,,target_not_measured,kd_unmeasurable
SARS,28,False,0.352261542982985,22,ok,high,-0.0880970626066668,3.9105168002971985e-06,True,-0.0645723978730764,ok,,,,target_not_measured,kd_unmeasurable
SARS2,163,False,0.0730374059239036,43,ok,medium,-0.0006748466092085,0.836500370416807,False,-0.0068806743586154,ok,,,,target_not_measured,kd_unmeasurable
SART1,306,False,0.0323104537508398,47,ok,low,-0.0079778841670777,3.4121197227657222e-09,True,-0.0567683092252566,ok,,,,target_not_measured,kd_unmeasurable
SART3,154,False,0.1107541938422847,43,ok,medium,-0.0201484655293941,0.0008409807275288,False,-0.0283821806535959,ok,,,,target_not_measured,kd_unmeasurable
SASS6,68,False,0.1515576078534027,38,ok,high,-0.0115529805686626,0.9285664052570956,False,-0.0032063830890638,ok,,,,target_not_measured,kd_unmeasurable
SBDS,95,False,0.159429084612358,39,ok,high,-0.0078930954953886,0.8032289205683802,False,0.0002267555118107,ok,,,,target_not_measured,kd_unmeasurable
SBNO1,183,True,0.0682396819467439,46,ok,medium,0.0270003900478241,0.1708302490891768,False,0.0079783049574075,ok,1.5538555104244025,0.3736603120337155,0.2404730102167982,medium,full
SCAF1,174,False,0.0585794462777745,48,ok,low,-0.0620420076459936,2.6322335446699367e-06,True,-0.0442615705812866,ok,,,,target_not_measured,kd_unmeasurable
SCAP,140,False,0.0498120216416356,47,ok,low,-0.0027708141130954,0.15228299378517,False,0.038133478988352,ok,,,,target_not_measured,kd_unmeasurable
SCD,24,False,0.4130989882053014,19,ok,high,0.0010764877445235,0.3256606748041402,False,-0.016991677944505,ok,,,,target_not_measured,kd_unmeasurable
SCFD1,152,False,0.0736144632079878,45,ok,medium,-0.0155032941006518,0.0229623888238926,False,0.0183014451383896,ok,,,,target_not_measured,kd_unmeasurable
SCNM1,101,False,0.1013515626774711,43,ok,medium,0.0040161908460912,0.4367299174715976,False,-0.0003039108232179,ok,,,,target_not_measured,kd_unmeasurable
SDAD1,240,True,0.048767988843218,47,ok,low,-0.0811800470463097,1.908382692058596e-16,True,-0.0494609104186717,ok,0.854678349341507,0.1099305248255085,0.128622100829166,strong,full
SDC1,170,False,0.0604774475099464,47,ok,low,-0.0322730570408685,0.0241908167819423,False,-0.0004397563021521,ok,,,,target_not_measured,kd_unmeasurable
SDE2,151,False,0.0769653048691867,46,ok,medium,-0.0141360288260614,0.1698233765763136,False,-0.0002933340819222,ok,,,,target_not_measured,kd_unmeasurable
SDHA,62,False,0.1778373778817066,35,ok,high,0.027515444157158,0.6263255668845655,False,0.0109730525942046,ok,,,,target_not_measured,kd_unmeasurable
SDHAF2,126,False,0.0760926628901237,44,ok,medium,0.0104357077208727,0.531314764921681,False,-0.0179105095206955,ok,,,,target_not_measured,kd_unmeasurable
SDHC,104,False,0.1052984460161365,43,ok,medium,0.0305217682983056,0.5496308893993146,False,0.0025416299381872,ok,,,,target_not_measured,kd_unmeasurable
SDHD,45,False,0.2879656791125512,27,ok,high,0.0091771224250791,0.4882848170699972,False,-0.0309273109611717,ok,,,,target_not_measured,kd_unmeasurable
SEC13,56,False,0.1663164422674589,37,ok,high,-0.0279552788513097,0.386489496928931,False,-0.0550517202516479,ok,,,,target_not_measured,kd_unmeasurable
SEC16A,153,False,0.0855917678167004,44,ok,medium,-0.0136400952921757,0.5130744716240705,False,-0.0012522936637861,ok,,,,target_not_measured,kd_unmeasurable
SEC61A1,180,False,0.0592071946882166,48,ok,low,-0.0679745766159208,1.404377397387781e-13,True,-0.0550279840439495,ok,,,,target_not_measured,kd_unmeasurable
SEC61B,84,False,0.1469105274295412,38,ok,high,0.0212664811665473,0.8260629939342103,False,-0.0077891950278383,ok,,,,target_not_measured,kd_unmeasurable
SEC61G,98,False,0.1545704803787684,38,ok,high,-0.0914189735862587,1.200763211458439e-14,True,-0.0898782739118519,ok,,,,target_not_measured,kd_unmeasurable
SEC62,5,False,,5,insufficient,undefined,,,False,,insufficient,,,,target_not_measured,insufficient
SEC63,78,False,0.139041100600264,39,ok,high,-0.0450107030407328,0.0312977814772565,False,0.0043250181837,ok,,,,target_not_measured,kd_unmeasurable
SEH1L,60,False,0.1837188124555346,34,ok,high,-0.016798500622143,0.0082289795821272,False,-0.028811565794505,ok,,,,target_not_measured,kd_unmeasurable
SEM1,88,False,0.1309043584470943,40,ok,high,-0.049139064399037,0.0472775343900391,False,-0.0138482782842777,ok,,,,target_not_measured,kd_unmeasurable
SENP6,94,False,0.1144776783319623,40,ok,medium,0.0082176064883179,0.962204597118692,False,-0.0021542215030157,ok,,,,target_not_measured,kd_unmeasurable
SEPHS2,158,False,0.0422908308143311,47,ok,low,-0.0045309879852654,0.1952075493733493,False,0.0144366134871405,ok,,,,target_not_measured,kd_unmeasurable
SEPSECS,82,False,0.1241977143297495,40,ok,high,0.000640438819117,0.4519918350341982,False,-0.0052238427762123,ok,,,,target_not_measured,kd_unmeasurable
SERBP1,109,False,0.1009517919158568,45,ok,medium,0.0160282383105021,0.2041774624885802,False,-0.0292849458770738,ok,,,,target_not_measured,kd_unmeasurable
SET,17,False,0.4781259200756194,15,ok,high,-0.0664911032873391,0.2487927234654686,False,-0.0267485685180344,ok,,,,target_not_measured,kd_unmeasurable
SETD1A,69,False,0.1298826509931966,39,ok,high,-0.0291152023739546,1.614757489078734e-06,True,-0.0649702188452296,ok,,,,target_not_measured,kd_unmeasurable
SETD2,109,False,0.0918626468233012,44,ok,medium,0.010412042505915,0.855665178654344,False,0.0106624333917334,ok,,,,target_not_measured,kd_unmeasurable
SETDB1,124,False,0.1005833286138224,42,ok,medium,0.0053982985910289,0.526946380606387,False,0.0388921435389626,ok,,,,target_not_measured,kd_unmeasurable
SF1,47,False,0.2209443215275295,32,ok,high,-0.0354056136978523,0.0037910042557683,False,-0.0565415427328029,ok,,,,target_not_measured,kd_unmeasurable
SF3A1,332,True,0.0255591783182037,48,ok,low,-0.0091050224324844,0.0070834039812776,False,-0.0306967847381797,ok,0.9074869312267496,0.5749612428944324,0.6335752318958403,weak,full
SF3A2,321,False,0.031576979041498,48,ok,low,-0.0140499509825013,3.8168245965510806e-11,True,-0.0723956113269038,ok,,,,target_not_measured,kd_unmeasurable
SF3A3,25,False,0.42202203799709,19,ok,high,-0.0202675936038097,0.0107637325734563,False,-0.085591975214505,ok,,,,target_not_measured,kd_unmeasurable
SF3B1,165,True,0.0810139538631911,44,ok,medium,-0.0211894516264764,0.0144221152253512,False,-0.045589273824808,ok,3.269726079628779,2.1745192807173512,0.6650463151225898,weak,full
SF3B2,500,True,0.0172766262593385,48,ok,low,-0.0218620719953297,1.4320637038198466e-31,True,-0.078842780068625,ok,2.1495230328478145,1.2931369592220343,0.6015925112041299,weak,full
SF3B3,381,True,0.013630284119114,48,ok,low,-0.0094337197504239,3.047845696690922e-17,True,-0.0772309735109092,ok,0.8750692774407558,0.4977973341033397,0.5688661994387545,weak,full
SF3B4,238,False,0.0369469799196716,48,ok,low,-0.061285233844482,3.915676141593604e-22,True,-0.0789751124045891,ok,,,,target_not_measured,kd_unmeasurable
SF3B5,84,False,0.1019612414479726,42,ok,medium,-0.0868318180947621,2.8851525937893664e-14,True,-0.092999633859386,ok,,,,target_not_measured,kd_unmeasurable
SFPQ,303,True,0.0374113200755378,48,ok,low,-0.0387452447943047,8.608711435007149e-25,True,-0.0331977038191268,ok,6.655332952214775,2.971067707388167,0.4464190940889665,medium,full
SFSWAP,172,False,0.0619134024195566,46,ok,low,-0.0010058005736934,0.017736932470227,False,-0.012708719687005,ok,,,,target_not_measured,kd_unmeasurable
SGPP1,159,False,0.0404282615797439,48,ok,low,0.0020449331097751,0.5118034360110064,False,-0.0134490815121151,ok,,,,target_not_measured,kd_unmeasurable
SHQ1,94,False,0.111022697501168,43,ok,medium,0.0139791975404455,0.3378155231390941,False,-0.0039227127466327,ok,,,,target_not_measured,kd_unmeasurable
SIGLEC14,97,False,0.118603014758683,41,ok,medium,-0.0057557739947375,0.1461084035312823,False,-0.0293592225648143,ok,,,,target_not_measured,kd_unmeasurable
SIN3A,307,False,0.03039044282613,48,ok,low,-0.0211703588875882,0.0003004400777629,False,-0.0330986779733324,ok,,,,target_not_measured,kd_unmeasurable
SKA1,68,False,0.132805542171099,39,ok,high,0.0386959278464843,0.7927517215082565,False,-0.0088657234106815,ok,,,,target_not_measured,kd_unmeasurable
SKA3,116,False,0.1317953353018308,41,ok,high,-0.008326662342258,0.5357816771213966,False,0.0049925414020466,ok,,,,target_not_measured,kd_unmeasurable
SKP1,66,False,0.185934324192382,35,ok,high,0.1381119178104327,0.0002160615540701,False,-0.0261457804672323,ok,,,,target_not_measured,kd_unmeasurable
SKP2,202,False,0.0548229689263566,46,ok,low,-0.0406856282687602,0.0001555508752444,False,-0.0200040339115347,ok,,,,target_not_measured,kd_unmeasurable
SLBP,83,False,0.1584653335516057,38,ok,high,-0.002390510688629,0.1966378793540243,False,0.0136041238103142,ok,,,,target_not_measured,kd_unmeasurable
SLC16A5,179,False,0.0606650453298878,47,ok,low,-0.0701797405040332,0.0001142957650955,False,0.0369363496004669,ok,,,,target_not_measured,kd_unmeasurable
SLC1A5,490,True,0.0297965824283382,48,ok,low,-0.0112114526456872,0.6943305882847968,False,-0.0009960721718519,ok,1.2605370211673808,0.3337597049410046,0.2647758053404178,medium,full
SLC25A10,303,False,0.0316249865854908,48,ok,low,-0.0219401391383972,0.0031668383360558,False,0.0043721753856929,ok,,,,target_not_measured,kd_unmeasurable
SLC25A26,36,False,0.2758754737710328,27,ok,high,-0.003369994047143,0.9803689282160292,False,0.0156457665138282,ok,,,,target_not_measured,kd_unmeasurable
SLC25A3,114,False,0.0645901263655881,45,ok,medium,0.0093675778598744,0.8795627763824274,False,-0.0040338551909962,ok,,,,target_not_measured,kd_unmeasurable
SLC35B1,70,False,0.1197605163663607,40,ok,medium,0.0186300955233331,0.664960746484792,False,-0.0077929719266479,ok,,,,target_not_measured,kd_unmeasurable
SLC35G6,163,False,0.0603753270921306,46,ok,low,-0.0063938682601287,0.6871977958080588,False,0.0050092490393599,ok,,,,target_not_measured,kd_unmeasurable
SLC39A10,153,False,0.0962416621597304,44,ok,medium,-0.002735575579496,0.1537235596366826,False,0.0158338311826191,ok,,,,target_not_measured,kd_unmeasurable
SLC39A7,131,False,0.0697765913633769,46,ok,medium,0.0187273073873352,0.2514294272198773,False,-0.0205041644536195,ok,,,,target_not_measured,kd_unmeasurable
SLC39A9,752,False,0.0128769088229964,48,ok,low,-0.0156239276521076,0.0105280092523019,False,-0.0194409872004891,ok,,,,target_not_measured,kd_unmeasurable
SLC4A5,226,False,0.0535284510780678,47,ok,low,0.014775125474907,0.452908548389873,False,-0.0035180833476024,ok,,,,target_not_measured,kd_unmeasurable
SLC7A5,378,False,0.0280673638820451,48,ok,low,-0.0123502453598414,0.0508161639435523,False,0.0033458007711563,ok,,,,target_not_measured,kd_unmeasurable
SLC7A6OS,38,False,0.3012225038024717,26,ok,high,0.0296950572186902,0.3111389015311674,False,-0.038064939526084,ok,,,,target_not_measured,kd_unmeasurable
SLC9B1,74,False,0.156829505782728,37,ok,high,0.0069862854578118,0.5430036506659843,False,0.0096686385757652,ok,,,,target_not_measured,kd_unmeasurable
SLU7,225,False,0.0370760004122176,48,ok,low,-0.011730643573143,2.242039892488074e-15,True,-0.0937105080069495,ok,,,,target_not_measured,kd_unmeasurable
SMAGP,117,False,0.0738264365660089,46,ok,medium,-0.018724208844408,0.720023369375848,False,0.0082549504546402,ok,,,,target_not_measured,kd_unmeasurable
SMARCB1,182,False,0.0583347670100616,46,ok,low,0.0025656983647616,0.937028984758248,False,0.0118909128851652,ok,,,,target_not_measured,kd_unmeasurable
SMARCE1,31,False,0.3456151567427887,22,ok,high,0.0542547021684483,0.1185289715291637,False,0.0114959101442046,ok,,,,target_not_measured,kd_unmeasurable
SMC1A,180,True,0.0443592995373391,48,ok,low,-0.0423254116043653,1.7203996106401882e-28,True,-0.1042606744777828,ok,1.916514865058215,0.2067655996539366,0.1078862488487173,strong,full
SMC2,134,False,0.0901273572917681,43,ok,medium,-0.0314600642399291,8.455566216599877e-05,False,-0.0513259421885349,ok,,,,target_not_measured,kd_unmeasurable
SMC3,54,False,0.2303635476831952,31,ok,high,-0.0947612569693653,1.443276469547733e-07,True,-0.0744228017500606,ok,,,,target_not_measured,kd_unmeasurable
SMC4,340,True,0.0306916904360176,48,ok,low,-0.0076631220416626,0.0003427409302411,False,-0.0417588517759756,ok,1.9485170313584883,0.7827286245636835,0.4017047898308449,medium,full
SMC5,121,False,0.0913320547581009,45,ok,medium,0.0014332596791654,0.93727657587866,False,0.0091228222046684,ok,,,,target_not_measured,kd_unmeasurable
SMC6,125,False,0.09912936330278,43,ok,medium,-0.0119807128730097,0.3066318540175229,False,-0.008194917278665,ok,,,,target_not_measured,kd_unmeasurable
SMG1,35,False,0.2977463523120386,26,ok,high,-0.0421459823580954,0.0173028893744033,False,0.0631228960197806,ok,,,,target_not_measured,kd_unmeasurable
SMG5,83,False,0.1254136422540939,41,ok,high,-0.0252205273156169,0.1309758075110028,False,-0.0392699290125773,ok,,,,target_not_measured,kd_unmeasurable
SMG6,54,False,0.2154478034407952,32,ok,high,0.002922841913968,0.4802791224999984,False,0.0100092149351245,ok,,,,target_not_measured,kd_unmeasurable
SMN2,319,False,0.0234402445641405,48,ok,low,-0.0557426103455338,9.335508881165089e-57,True,-0.1381836205004611,ok,,,,target_not_measured,kd_unmeasurable
SMNDC1,15,False,0.5405719272697936,13,ok,high,-0.0449799012638097,0.7360293463205149,False,0.0369412467881616,ok,,,,target_not_measured,kd_unmeasurable
SMU1,155,False,0.0642040093159856,46,ok,medium,-0.0223771659431645,1.2208587131387998e-13,True,-0.0860927883319631,ok,,,,target_not_measured,kd_unmeasurable
SMUG1,71,False,0.1907789223618997,35,ok,high,0.0025899157957677,0.3541538691726425,False,0.0245220102350724,ok,,,,target_not_measured,kd_unmeasurable
SNAPC1,96,False,0.1031229361132228,43,ok,medium,0.0064514301191069,1.1332359455954962e-09,True,-0.1031692751424217,ok,,,,target_not_measured,kd_unmeasurable
SNAPC2,72,False,0.1472141049015878,38,ok,high,-0.0051696734138097,0.0352759511411273,False,-0.0447879344375606,ok,,,,target_not_measured,kd_unmeasurable
SNAPC3,212,False,0.0500833142199467,46,ok,low,-0.0104327922194701,0.0054327723362978,False,-0.040888383902288,ok,,,,target_not_measured,kd_unmeasurable
SNAPC4,104,False,0.0901265984548184,43,ok,medium,0.0228231843736902,0.7362015915183526,False,0.0098520512516487,ok,,,,target_not_measured,kd_unmeasurable
SNAPC5,102,False,0.1075536724586713,42,ok,medium,-0.0211125645314568,0.6698372033175474,False,-0.0166995498239168,ok,,,,target_not_measured,kd_unmeasurable
SNF8,132,False,0.066881695402828,46,ok,medium,-0.005512373884037,0.8756146655496485,False,0.0089243337888282,ok,,,,target_not_measured,kd_unmeasurable
SNIP1,45,False,0.2724595352532528,28,ok,high,-0.0300119531193653,0.0369529467324061,False,-0.017210841754505,ok,,,,target_not_measured,kd_unmeasurable
SNRNP200,169,False,0.0671503023371948,45,ok,medium,-0.0238283532815612,5.526018274246658e-11,True,-0.074706165073795,ok,,,,target_not_measured,kd_unmeasurable
SNRNP25,135,False,0.0442201332206913,47,ok,low,0.0130067731458199,0.0573939687775854,False,-0.0406101549685791,ok,,,,target_not_measured,kd_unmeasurable
SNRNP27,47,False,0.2926864473194148,28,ok,high,0.054370759480871,0.3708994660839245,False,0.0066184445225162,ok,,,,target_not_measured,kd_unmeasurable
SNRNP35,168,False,0.0635656400673107,46,ok,medium,0.0414151634814283,0.0786261463438952,False,-0.0435602847147431,ok,,,,target_not_measured,kd_unmeasurable
SNRNP40,210,True,0.0390540415072207,47,ok,low,0.0031457685314283,0.0614772130205939,False,-0.0192657248822669,ok,1.8202787143449612,0.1490811668612354,0.0819001868704943,strong,full
SNRNP48,191,False,0.0544261876366394,47,ok,low,-0.004189769712239,1.4133973232174136e-05,True,-0.0623823395094788,ok,,,,target_not_measured,kd_unmeasurable
SNRNP70,129,False,0.1026386398079813,43,ok,medium,-0.063745809880864,8.437621441457364e-18,True,-0.1467765261053577,ok,,,,target_not_measured,kd_unmeasurable
SNRPA1,159,False,0.0593142380713586,46,ok,low,-0.0373905308694701,5.098268742053561e-15,True,-0.0875358870517377,ok,,,,target_not_measured,kd_unmeasurable
SNRPB,269,True,0.0339495975012422,48,ok,low,-0.0199227119648134,1.5774722504045235e-06,True,-0.0525821156783935,ok,5.882223968551969,3.3459016648804325,0.5688157545119955,weak,full
SNRPC,34,False,0.3849793904073137,21,ok,high,0.0095738692126608,1.4965014432377334e-05,True,-0.1358899022709756,ok,,,,target_not_measured,kd_unmeasurable
SNRPD1,146,True,0.0872377650156212,45,ok,medium,-0.0911328966631248,9.501272257880983e-36,True,-0.1593733754513543,ok,5.24870390520291,1.3839160728303894,0.263668154619762,medium,full
SNRPD2,19,False,0.5135319815562855,14,ok,high,-0.1254472161585466,4.008605266208266e-11,True,-0.2024915580102945,ok,,,,target_not_measured,kd_unmeasurable
SNRPD3,182,False,0.042384761440444,47,ok,low,-0.0405680948706778,1.3704112414958314e-23,True,-0.1184614238065929,ok,,,,target_not_measured,kd_unmeasurable
SNRPE,184,True,0.039669131119956,48,ok,low,-0.0419480981746793,7.107275722210818e-18,True,-0.0958435322178746,ok,5.427162358802033,1.8612589887124928,0.3429525165566151,medium,full
SNRPF,130,False,0.0884815204848964,44,ok,medium,-0.0441681771822712,2.3442674932218323e-22,True,-0.140685458207582,ok,,,,target_not_measured,kd_unmeasurable
SNRPG,402,True,0.0244008942861575,48,ok,low,-0.045423214747143,3.6483911993014064e-25,True,-0.0850136075528881,ok,5.086998037673155,1.1308412830432948,0.2223003183151518,medium,full
SNUPN,139,False,0.0638702017985908,46,ok,medium,-0.0101294083148888,0.7778011935088698,False,0.0068693872472215,ok,,,,target_not_measured,kd_unmeasurable
SNW1,226,False,0.0335717921824346,47,ok,low,0.0163745947808805,0.2638221869645398,False,-0.0118450726582218,ok,,,,target_not_measured,kd_unmeasurable
SNX15,637,False,0.0129044299162226,48,ok,low,0.0244337405399736,0.0056283175606305,False,-0.0202466007991675,ok,,,,target_not_measured,kd_unmeasurable
SOD1,165,True,0.0655567556214473,46,ok,medium,-0.0094203555227188,0.2320956931384046,False,0.0009645465485252,ok,4.389462073371156,0.1895787454580189,0.0431895166854512,strong,full
SOD2,198,False,0.0436470415119517,47,ok,low,-0.0084130023393652,0.294741523649256,False,-0.001706795429808,ok,,,,target_not_measured,kd_unmeasurable
SON,515,True,0.0189028773928266,48,ok,low,-0.0287385120813437,1.151498146405517e-19,True,-0.0625372989569516,ok,3.235254032606687,1.6471627206582642,0.5091293308213956,weak,full
SP2,118,False,0.1263081635099284,41,ok,high,0.0014769442514444,0.4563098900068583,False,-0.0127848168246745,ok,,,,target_not_measured,kd_unmeasurable
SPATA5,70,False,0.1687506361823823,36,ok,high,-0.0156229757923811,0.7633841918868925,False,0.0034575365440663,ok,,,,target_not_measured,kd_unmeasurable
SPATA5L1,150,False,0.0898249763360324,44,ok,medium,-0.0523223944904764,0.0016695143887103,False,-0.0027418103278383,ok,,,,target_not_measured,kd_unmeasurable
SPC24,98,False,0.1604298616308341,38,ok,high,-0.0361278082015648,9.793979010875565e-18,True,-0.1033677315924642,ok,,,,target_not_measured,kd_unmeasurable
SPC25,199,False,0.0506150594789189,48,ok,low,0.0265404639623209,1.1302942743637873e-21,True,-0.0966894419020427,ok,,,,target_not_measured,kd_unmeasurable
SPCS2,122,False,0.1004114182128955,43,ok,medium,-0.019245693565449,0.1329148872313295,False,-0.0234146936478739,ok,,,,target_not_measured,kd_unmeasurable
SPCS3,167,False,0.0735864622251361,45,ok,medium,-0.0187554467141091,0.2052381136329036,False,0.0053485750911236,ok,,,,target_not_measured,kd_unmeasurable
SPDL1,88,False,0.1563408366445773,38,ok,high,0.0421366213623266,0.3854707860609023,False,-0.0098744994183686,ok,,,,target_not_measured,kd_unmeasurable
SPDYE2,182,False,0.0862463475056499,44,ok,medium,0.0049009030922342,0.8996282281711141,False,0.000873857793407,ok,,,,target_not_measured,kd_unmeasurable
SPRTN,139,False,0.0903316765008404,44,ok,medium,-0.048797536703378,0.0350175610550979,False,0.0150974832875093,ok,,,,target_not_measured,kd_unmeasurable
SPTLC1,28,False,0.3622953147472801,22,ok,high,0.0137501307861902,0.3700616939368409,False,-0.001939043394505,ok,,,,target_not_measured,kd_unmeasurable
SPTSSA,124,False,0.0769127738831236,46,ok,medium,0.0087920038136096,0.3378703930160935,False,0.005799178403882,ok,,,,target_not_measured,kd_unmeasurable
